Timestamp (yyyyMMdd_HHmmss.ffff),Object,Joint,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
20240901_181014.9397,Cube,Cube (6),-0.485,0.8606897,-0.779,-1.872091E-08,-1.002302E-07,1.934925E-07,1
20240901_181014.9559,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181014.9699,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181014.9835,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181014.9974,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.0119,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.0264,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.0400,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.0543,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.0683,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.0820,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.0963,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.1104,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.1243,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.1377,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.1519,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.1659,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.1794,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.1937,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.2075,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.2212,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.2355,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.2495,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.2631,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.2777,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.2915,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.3048,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.3184,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.3327,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.3468,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.3605,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.3746,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.3885,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.4023,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.4166,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.4313,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.4420,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.4557,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.4702,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.4844,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.4976,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.5118,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.5256,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.5393,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.5537,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.5676,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.5812,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.5955,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.6097,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.6236,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.6372,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.6516,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.6655,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.6789,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.6935,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.7073,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.7140,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.7267,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.7402,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.7545,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.7683,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.7822,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.7958,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.8100,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.8238,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.8374,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.8519,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.8655,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.8791,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.8935,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.9073,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.9207,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.9350,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.9489,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.9629,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.9764,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181015.9906,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.0045,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.0180,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.0322,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.0460,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.0597,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.0739,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.0876,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.1016,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.1152,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.1295,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.1432,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.1567,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.1710,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.1849,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.1986,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.2133,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.2267,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.2401,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.2543,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.2682,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.2820,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.2960,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.3099,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.3239,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.3374,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.3515,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.3655,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.3790,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.3933,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.4070,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.4207,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.4349,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.4488,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.4626,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.4763,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.4910,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.5043,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.5179,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.5321,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.5461,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.5597,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.5737,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.5879,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.6015,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.6151,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.6293,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.6437,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.6567,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.6710,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.6849,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.6985,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.7126,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.7265,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.7402,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.7547,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.7681,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.7821,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.7956,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.8099,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.8236,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.8372,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.8517,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.8653,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.8789,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.8933,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.9071,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.9206,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.9347,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.9487,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.9628,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.9761,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181016.9904,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.0045,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.0179,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.0321,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.0459,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.0596,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.0737,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.0876,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.1015,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.1150,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.1293,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.1431,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.1567,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.1709,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.1848,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.1983,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.2125,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.2266,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.2400,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.2543,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.2681,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.2821,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.2956,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.3098,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.3237,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.3372,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.3515,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.3654,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.3789,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.3932,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.4071,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.4208,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.4344,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.4487,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.4626,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.4761,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.4905,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.5042,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.5179,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.5320,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.5460,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.5599,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.5733,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.5875,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.6015,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.6149,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.6293,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.6431,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.6567,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.6708,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.6847,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.6983,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.7124,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.7264,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.7588,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.7726,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.7877,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.8012,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.8156,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.8298,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.8440,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.8580,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.8723,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.8864,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.9000,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.9148,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.9285,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.9421,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.9564,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.9705,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.9846,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181017.9982,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
20240901_181018.0132,Cube,Cube (6),-0.485,0.8606897,-0.779,3.462937E-10,-1.067922E-07,1.665371E-07,1
